StockCode,YearMonth,Quantity,Revenue,Month,Year,Quantity_lag1,Quantity_lag2,Quantity_rolling3
22904,2011-05-01,112,333.24,5,2011,114.0,58.0,83.0
22904,2011-06-01,138,407.09999999999997,6,2011,112.0,114.0,94.66666666666667
22904,2011-07-01,187,519.65,7,2011,138.0,112.0,121.33333333333333
22904,2011-08-01,220,617.0,8,2011,187.0,138.0,145.66666666666666
22904,2011-09-01,100,309.20000000000005,9,2011,220.0,187.0,181.66666666666666
22904,2011-10-01,326,934.62,10,2011,100.0,220.0,169.0
22904,2011-11-01,125,399.99000000000007,11,2011,326.0,100.0,215.33333333333334
22905,2010-12-01,29,100.35000000000001,12,2010,114.0,226.0,165.33333333333334
22905,2011-01-01,55,162.25,1,2011,29.0,114.0,123.0
22905,2011-02-01,11,32.45,2,2011,55.0,29.0,66.0
22905,2011-03-01,13,38.35000000000001,3,2011,11.0,55.0,31.666666666666668
22905,2011-04-01,14,44.14000000000001,4,2011,13.0,11.0,26.333333333333332
22905,2011-05-01,14,41.300000000000004,5,2011,14.0,13.0,12.666666666666666
22905,2011-06-01,12,38.24,6,2011,14.0,14.0,13.666666666666666
22905,2011-07-01,29,78.35000000000001,7,2011,12.0,14.0,13.333333333333334
22905,2011-08-01,22,61.470000000000006,8,2011,29.0,12.0,18.333333333333332
22905,2011-09-01,16,45.730000000000004,9,2011,22.0,29.0,21.0
22905,2011-10-01,118,304.34,10,2011,16.0,22.0,22.333333333333332
22905,2011-11-01,151,385.67,11,2011,118.0,16.0,52.0
22905,2011-12-01,97,169.64999999999998,12,2011,151.0,118.0,95.0
22906,2010-12-01,211,372.03000000000003,12,2010,946.0,321.0,525.6666666666666
22906,2011-01-01,88,163.65999999999997,1,2011,211.0,946.0,492.6666666666667
22906,2011-02-01,121,190.93,2,2011,88.0,211.0,415.0
22906,2011-03-01,59,97.35,3,2011,121.0,88.0,140.0
22906,2011-04-01,86,145.18,4,2011,59.0,121.0,89.33333333333333
22906,2011-05-01,231,398.67,5,2011,86.0,59.0,88.66666666666667
22906,2011-06-01,97,173.17000000000004,6,2011,231.0,86.0,125.33333333333333
22906,2011-07-01,92,173.12000000000006,7,2011,97.0,231.0,138.0
22906,2011-08-01,126,216.1,8,2011,92.0,97.0,140.0
22906,2011-09-01,110,180.98000000000002,9,2011,126.0,92.0,105.0
22906,2011-10-01,139,240.83000000000004,10,2011,110.0,126.0,109.33333333333333
22906,2011-11-01,235,378.51,11,2011,139.0,110.0,125.0
22906,2011-12-01,137,215.69,12,2011,235.0,139.0,161.33333333333334
22907,2010-12-01,115,102.60999999999999,12,2010,509.0,677.0,640.3333333333334
22907,2011-01-01,549,432.65999999999997,1,2011,115.0,509.0,433.6666666666667
22907,2011-02-01,502,425.91999999999996,2,2011,549.0,115.0,391.0
22907,2011-03-01,847,775.87,3,2011,502.0,549.0,388.6666666666667
22907,2011-04-01,439,385.63,4,2011,847.0,502.0,632.6666666666666
22907,2011-05-01,572,507.26,5,2011,439.0,847.0,596.0
22907,2011-06-01,621,509.90999999999997,6,2011,572.0,439.0,619.3333333333334
22907,2011-07-01,712,640.3000000000001,7,2011,621.0,572.0,544.0
22907,2011-08-01,583,489.30999999999995,8,2011,712.0,621.0,635.0
22907,2011-09-01,612,525.6600000000001,9,2011,583.0,712.0,638.6666666666666
22907,2011-10-01,501,418.8299999999999,10,2011,612.0,583.0,635.6666666666666
22907,2011-11-01,288,265.08,11,2011,501.0,612.0,565.3333333333334
22907,2011-12-01,180,146.76,12,2011,288.0,501.0,467.0
22908,2010-12-01,112,109.78,12,2010,270.0,525.0,408.6666666666667
22908,2011-01-01,776,555.1999999999999,1,2011,112.0,270.0,302.3333333333333
22908,2011-02-01,419,333.53000000000003,2,2011,776.0,112.0,386.0
22908,2011-03-01,503,431.03,3,2011,419.0,776.0,435.6666666666667
22908,2011-04-01,293,237.34999999999997,4,2011,503.0,419.0,566.0
22908,2011-05-01,492,411.96,5,2011,293.0,503.0,405.0
22908,2011-06-01,508,399.03999999999996,6,2011,492.0,293.0,429.3333333333333
22908,2011-07-01,206,180.55999999999997,7,2011,508.0,492.0,431.0
22908,2011-08-01,281,231.05,8,2011,206.0,508.0,402.0
22908,2011-09-01,293,245.14999999999998,9,2011,281.0,206.0,331.6666666666667
22908,2011-10-01,204,187.43999999999997,10,2011,293.0,281.0,260.0
22908,2011-11-01,148,135.93999999999994,11,2011,204.0,293.0,259.3333333333333
22908,2011-12-01,142,109.00000000000001,12,2011,148.0,204.0,215.0
22909,2010-12-01,890,815.72,12,2010,2885.0,2522.0,2652.3333333333335
22909,2011-01-01,0,10.379999999999995,1,2011,890.0,2885.0,2099.0
22909,2011-02-01,1,1.63,2,2011,0.0,890.0,1258.3333333333333
22909,2011-03-01,1,1.63,3,2011,1.0,0.0,297.0
22909,2011-04-01,13,11.829999999999998,4,2011,1.0,1.0,0.6666666666666666
22909,2011-06-01,18,18.419999999999998,6,2011,13.0,1.0,5.0
22909,2011-07-01,508,406.84000000000003,7,2011,18.0,13.0,10.666666666666666
22909,2011-08-01,412,318.2199999999999,8,2011,508.0,18.0,179.66666666666666
22909,2011-09-01,2168,1711.04,9,2011,412.0,508.0,312.6666666666667
22909,2011-10-01,1610,1398.1399999999999,10,2011,2168.0,412.0,1029.3333333333333
22909,2011-11-01,2391,2520.13,11,2011,1610.0,2168.0,1396.6666666666667
22909,2011-12-01,705,632.0100000000001,12,2011,2391.0,1610.0,2056.3333333333335
22910,2010-12-01,1515,4972.17,12,2010,3907.0,2487.0,2647.6666666666665
22910,2011-01-01,3,36.81000000000001,1,2011,1515.0,3907.0,2636.3333333333335
22910,2011-02-01,12,35.400000000000006,2,2011,3.0,1515.0,1808.3333333333333
22910,2011-03-01,40,102.0,3,2011,12.0,3.0,510.0
22910,2011-04-01,40,102.0,4,2011,40.0,12.0,18.333333333333332
22910,2011-05-01,9,36.75000000000001,5,2011,40.0,40.0,30.666666666666668
22910,2011-06-01,7,24.330000000000002,6,2011,9.0,40.0,29.666666666666668
22910,2011-07-01,450,1187.18,7,2011,7.0,9.0,18.666666666666668
22910,2011-08-01,267,714.1700000000001,8,2011,450.0,7.0,155.33333333333334
22910,2011-09-01,1613,4492.51,9,2011,267.0,450.0,241.33333333333334
22910,2011-10-01,1645,4631.67,10,2011,1613.0,267.0,776.6666666666666
22910,2011-11-01,3781,12816.79,11,2011,1645.0,1613.0,1175.0
22910,2011-12-01,861,2760.61,12,2011,3781.0,1645.0,2346.3333333333335
22911,2010-12-01,34,109.18,12,2010,172.0,98.0,128.0
22911,2011-01-01,56,173.84000000000003,1,2011,34.0,172.0,101.33333333333333
22911,2011-02-01,45,132.75000000000003,2,2011,56.0,34.0,87.33333333333333
22911,2011-03-01,27,85.33000000000001,3,2011,45.0,56.0,45.0
22911,2011-04-01,31,91.45000000000002,4,2011,27.0,45.0,42.666666666666664
22911,2011-05-01,17,50.150000000000006,5,2011,31.0,27.0,34.333333333333336
22911,2011-06-01,59,158.05,6,2011,17.0,31.0,25.0
22911,2011-07-01,25,76.59000000000003,7,2011,59.0,17.0,35.666666666666664
22911,2011-09-01,33,100.19000000000001,9,2011,25.0,59.0,33.666666666666664
22911,2011-10-01,9,29.39,10,2011,33.0,25.0,39.0
22911,2011-11-01,112,306.91999999999996,11,2011,9.0,33.0,22.333333333333332
22911,2011-12-01,9,26.550000000000004,12,2011,112.0,9.0,51.333333333333336
22912,2011-02-01,32,158.39999999999995,2,2011,16.0,32.0,24.666666666666668
22912,2011-03-01,21,103.95000000000003,3,2011,32.0,16.0,26.666666666666668
22912,2011-04-01,15,74.25,4,2011,21.0,32.0,23.0
22912,2011-05-01,85,306.99,5,2011,15.0,21.0,22.666666666666668
22912,2011-06-01,12,59.400000000000006,6,2011,85.0,15.0,40.333333333333336
22912,2011-07-01,15,74.25000000000001,7,2011,12.0,85.0,37.333333333333336
22912,2011-08-01,15,74.25000000000001,8,2011,15.0,12.0,37.333333333333336
22912,2011-09-01,16,85.04,9,2011,15.0,15.0,14.0
22912,2011-10-01,9,50.39,10,2011,16.0,15.0,15.333333333333334
22912,2011-11-01,13,70.19000000000001,11,2011,9.0,16.0,13.333333333333334
22913,2011-02-01,40,209.67999999999998,2,2011,22.0,25.0,48.333333333333336
22913,2011-03-01,22,119.75000000000001,3,2011,40.0,22.0,29.0
22913,2011-04-01,18,89.1,4,2011,22.0,40.0,28.0
22913,2011-05-01,138,555.8200000000002,5,2011,18.0,22.0,26.666666666666668
22913,2011-06-01,12,59.400000000000006,6,2011,138.0,18.0,59.333333333333336
22913,2011-07-01,18,94.94000000000001,7,2011,12.0,138.0,56.0
22913,2011-08-01,22,108.9,8,2011,18.0,12.0,56.0
22913,2011-09-01,8,39.60000000000001,9,2011,22.0,18.0,17.333333333333332
22913,2011-10-01,10,55.34,10,2011,8.0,22.0,16.0
22913,2011-11-01,8,39.6,11,2011,10.0,8.0,13.333333333333334
22913,2011-12-01,5,36.43,12,2011,8.0,10.0,8.666666666666666
22914,2011-02-01,58,292.94,2,2011,22.0,51.0,58.666666666666664
22914,2011-03-01,38,193.93999999999994,3,2011,58.0,22.0,43.666666666666664
22914,2011-04-01,26,128.70000000000002,4,2011,38.0,58.0,39.333333333333336
22914,2011-05-01,136,540.08,5,2011,26.0,38.0,40.666666666666664
22914,2011-06-01,29,149.39000000000001,6,2011,136.0,26.0,66.66666666666667
22914,2011-07-01,27,133.64999999999998,7,2011,29.0,136.0,63.666666666666664
22914,2011-08-01,29,149.39000000000001,8,2011,27.0,29.0,64.0
22914,2011-09-01,11,60.28999999999999,9,2011,29.0,27.0,28.333333333333332
22914,2011-10-01,16,90.88,10,2011,11.0,29.0,22.333333333333332
22914,2011-11-01,11,60.290000000000006,11,2011,16.0,11.0,18.666666666666668
22914,2011-12-01,8,51.28,12,2011,11.0,16.0,12.666666666666666
22915,2011-02-01,156,92.75999999999999,2,2011,186.0,460.0,258.3333333333333
22915,2011-03-01,350,169.69999999999996,3,2011,156.0,186.0,267.3333333333333
22915,2011-04-01,154,66.56,4,2011,350.0,156.0,230.66666666666666
22915,2011-05-01,170,80.48,5,2011,154.0,350.0,220.0
22915,2011-06-01,43,22.599999999999998,6,2011,170.0,154.0,224.66666666666666
22915,2011-07-01,176,73.92000000000002,7,2011,43.0,170.0,122.33333333333333
22915,2011-08-01,327,135.06,8,2011,176.0,43.0,129.66666666666666
22915,2011-09-01,91,45.6,9,2011,327.0,176.0,182.0
22915,2011-10-01,160,74.58,10,2011,91.0,327.0,198.0
22915,2011-11-01,285,156.59999999999997,11,2011,160.0,91.0,192.66666666666666
22915,2011-12-01,504,120.0,12,2011,285.0,160.0,178.66666666666666
22916,2011-02-01,151,101.08999999999999,2,2011,111.0,60.0,76.0
22916,2011-03-01,264,203.46000000000004,3,2011,151.0,111.0,107.33333333333333
22916,2011-04-01,193,129.37,4,2011,264.0,151.0,175.33333333333334
22916,2011-05-01,346,226.62000000000003,5,2011,193.0,264.0,202.66666666666666
22916,2011-06-01,181,127.45000000000002,6,2011,346.0,193.0,267.6666666666667
22916,2011-07-01,255,166.73000000000005,7,2011,181.0,346.0,240.0
22916,2011-08-01,72,47.78,8,2011,255.0,181.0,260.6666666666667
22916,2011-09-01,33,23.409999999999997,9,2011,72.0,255.0,169.33333333333334
22916,2011-10-01,92,60.779999999999994,10,2011,33.0,72.0,120.0
22916,2011-11-01,75,54.629999999999995,11,2011,92.0,33.0,65.66666666666667
22916,2011-12-01,60,45.86,12,2011,75.0,92.0,66.66666666666667
22917,2011-02-01,172,114.74,2,2011,123.0,57.0,79.66666666666667
22917,2011-03-01,244,199.56000000000003,3,2011,172.0,123.0,117.33333333333333
22917,2011-04-01,211,140.09000000000003,4,2011,244.0,172.0,179.66666666666666
22917,2011-05-01,345,224.01000000000002,5,2011,211.0,244.0,209.0
22917,2011-06-01,189,127.75,6,2011,345.0,211.0,266.6666666666667
22917,2011-07-01,255,166.73000000000005,7,2011,189.0,345.0,248.33333333333334
22917,2011-08-01,61,40.63,8,2011,255.0,189.0,263.0
22917,2011-09-01,33,23.409999999999997,9,2011,61.0,255.0,168.33333333333334
22917,2011-10-01,90,60.46,10,2011,33.0,61.0,116.33333333333333
22917,2011-11-01,90,67.32000000000001,11,2011,90.0,33.0,61.333333333333336
22917,2011-12-01,55,41.63,12,2011,90.0,90.0,71.0
22918,2011-02-01,150,99.46000000000001,2,2011,106.0,62.0,74.66666666666667
22918,2011-03-01,241,194.03000000000003,3,2011,150.0,106.0,106.0
22918,2011-04-01,200,133.92000000000002,4,2011,241.0,150.0,165.66666666666666
22918,2011-05-01,324,212.32000000000002,5,2011,200.0,241.0,197.0
22918,2011-06-01,192,132.64000000000001,6,2011,324.0,200.0,255.0
22918,2011-07-01,256,148.36000000000004,7,2011,192.0,324.0,238.66666666666666
22918,2011-08-01,61,40.63,8,2011,256.0,192.0,257.3333333333333
22918,2011-09-01,32,22.759999999999998,9,2011,61.0,256.0,169.66666666666666
22918,2011-10-01,84,55.58,10,2011,32.0,61.0,116.33333333333333
22918,2011-11-01,89,64.71000000000001,11,2011,84.0,32.0,59.0
22918,2011-12-01,60,45.85999999999999,12,2011,89.0,84.0,68.33333333333333
22919,2011-02-01,174,115.06,2,2011,117.0,48.0,70.66666666666667
22919,2011-03-01,257,209.31000000000003,3,2011,174.0,117.0,113.0
22919,2011-04-01,216,143.34,4,2011,257.0,174.0,182.66666666666666
22919,2011-05-01,367,244.19,5,2011,216.0,257.0,215.66666666666666
22919,2011-06-01,193,134.27000000000004,6,2011,367.0,216.0,280.0
22919,2011-07-01,65,43.230000000000004,7,2011,193.0,367.0,258.6666666666667
22919,2011-08-01,73,48.43000000000001,8,2011,65.0,193.0,208.33333333333334
22919,2011-09-01,27,18.53,9,2011,73.0,65.0,110.33333333333333
22919,2011-10-01,84,55.58,10,2011,27.0,73.0,55.0
22919,2011-11-01,72,50.72,11,2011,84.0,27.0,61.333333333333336
22919,2011-12-01,48,37.08,12,2011,72.0,84.0,61.0
22920,2011-02-01,184,121.55999999999999,2,2011,111.0,62.0,76.0
22920,2011-03-01,206,169.66000000000003,3,2011,184.0,111.0,119.0
22920,2011-04-01,207,137.49,4,2011,206.0,184.0,167.0
22920,2011-05-01,360,234.74,5,2011,207.0,206.0,199.0
22920,2011-06-01,213,148.24999999999983,6,2011,360.0,207.0,257.6666666666667
22920,2011-07-01,257,170.97000000000006,7,2011,213.0,360.0,260.0
22920,2011-08-01,61,40.63,8,2011,257.0,213.0,276.6666666666667
22920,2011-09-01,15,11.71,9,2011,61.0,257.0,177.0
22920,2011-10-01,82,53.3,10,2011,15.0,61.0,111.0
22920,2011-11-01,81,59.510000000000005,11,2011,82.0,15.0,52.666666666666664
22920,2011-12-01,57,42.93,12,2011,81.0,82.0,59.333333333333336
22921,2011-02-01,135,87.75,2,2011,78.0,47.0,60.0
22921,2011-03-01,234,185.26000000000005,3,2011,135.0,78.0,86.66666666666667
22921,2011-04-01,167,112.47000000000003,4,2011,234.0,135.0,149.0
22921,2011-05-01,335,219.47000000000003,5,2011,167.0,234.0,178.66666666666666
22921,2011-06-01,154,105.97999999999999,6,2011,335.0,167.0,245.33333333333334
22921,2011-07-01,255,168.69000000000003,7,2011,154.0,335.0,218.66666666666666
22921,2011-08-01,35,23.730000000000004,8,2011,255.0,154.0,248.0
22921,2011-09-01,67,44.529999999999994,9,2011,35.0,255.0,148.0
22921,2011-10-01,78,51.68,10,2011,67.0,35.0,119.0
22921,2011-11-01,72,49.74,11,2011,78.0,67.0,60.0
22921,2011-12-01,47,35.449999999999996,12,2011,72.0,78.0,72.33333333333333
22922,2011-02-01,37,41.39,2,2011,109.0,153.0,249.33333333333334
22922,2011-03-01,159,164.97,3,2011,37.0,109.0,99.66666666666667
22922,2011-04-01,54,45.9,4,2011,159.0,37.0,101.66666666666667
22922,2011-05-01,200,164.33999999999997,5,2011,54.0,159.0,83.33333333333333
22922,2011-06-01,72,61.19999999999999,6,2011,200.0,54.0,137.66666666666666
22922,2011-07-01,108,91.8,7,2011,72.0,200.0,108.66666666666667
22922,2011-08-01,98,83.30000000000001,8,2011,108.0,72.0,126.66666666666667
22922,2011-09-01,132,112.19999999999999,9,2011,98.0,108.0,92.66666666666667
22922,2011-10-01,113,96.05,10,2011,132.0,98.0,112.66666666666667
22922,2011-11-01,-32,5.500000000000021,11,2011,113.0,132.0,114.33333333333333
22922,2011-12-01,150,117.6,12,2011,-32.0,113.0,71.0
22923,2011-02-01,36,30.599999999999998,2,2011,43.0,160.0,142.0
22923,2011-03-01,156,132.59999999999997,3,2011,36.0,43.0,79.66666666666667
22923,2011-04-01,30,25.5,4,2011,156.0,36.0,78.33333333333333
22923,2011-05-01,168,127.19999999999999,5,2011,30.0,156.0,74.0
22923,2011-06-01,30,31.2,6,2011,168.0,30.0,118.0
22923,2011-07-01,216,168.0,7,2011,30.0,168.0,76.0
22923,2011-08-01,78,72.0,8,2011,216.0,30.0,138.0
22923,2011-09-01,60,51.0,9,2011,78.0,216.0,108.0
22923,2011-10-01,72,61.19999999999999,10,2011,60.0,78.0,118.0
22923,2011-11-01,-33,-12.45,11,2011,72.0,60.0,70.0
22923,2011-12-01,168,127.2,12,2011,-33.0,72.0,33.0
22924,2011-02-01,42,35.7,2,2011,25.0,88.0,106.0
22924,2011-03-01,138,117.3,3,2011,42.0,25.0,51.666666666666664
22924,2011-04-01,24,20.4,4,2011,138.0,42.0,68.33333333333333
22924,2011-05-01,204,157.79999999999998,5,2011,24.0,138.0,68.0
22924,2011-06-01,36,30.599999999999998,6,2011,204.0,24.0,122.0
22924,2011-07-01,78,72.0,7,2011,36.0,204.0,88.0
22924,2011-08-01,66,61.8,8,2011,78.0,36.0,106.0
22924,2011-09-01,132,112.20000000000002,9,2011,66.0,78.0,60.0
22924,2011-10-01,90,76.5,10,2011,132.0,66.0,92.0
22924,2011-11-01,-31,-5.049999999999995,11,2011,90.0,132.0,96.0
22924,2011-12-01,174,149.4,12,2011,-31.0,90.0,63.666666666666664
22925,2011-02-01,25,148.75000000000003,2,2011,28.0,30.0,32.333333333333336
22925,2011-03-01,33,196.35000000000002,3,2011,25.0,28.0,27.666666666666668
22925,2011-04-01,49,291.55,4,2011,33.0,25.0,28.666666666666668
22925,2011-05-01,124,719.67,5,2011,49.0,33.0,35.666666666666664
22925,2011-06-01,35,220.44,6,2011,124.0,49.0,68.66666666666667
22925,2011-07-01,42,262.92,7,2011,35.0,124.0,69.33333333333333
22925,2011-08-01,12,71.4,8,2011,42.0,35.0,67.0
22925,2011-09-01,29,185.57,9,2011,12.0,42.0,29.666666666666668
22925,2011-10-01,34,215.32000000000002,10,2011,29.0,12.0,27.666666666666668
22926,2011-02-01,124,701.8000000000001,2,2011,84.0,90.0,86.66666666666667
22926,2011-03-01,141,937.95,3,2011,124.0,84.0,99.33333333333333
22926,2011-04-01,102,606.9,4,2011,141.0,124.0,116.33333333333333
22926,2011-05-01,38,232.61000000000004,5,2011,102.0,141.0,122.33333333333333
22927,2011-02-01,22,130.9,2,2011,24.0,50.0,37.333333333333336
22927,2011-03-01,34,265.29999999999995,3,2011,22.0,24.0,32.0
22927,2011-04-01,72,405.42,4,2011,34.0,22.0,26.666666666666668
22927,2011-05-01,54,321.3,5,2011,72.0,34.0,42.666666666666664
22927,2011-06-01,43,268.0400000000001,6,2011,54.0,72.0,53.333333333333336
22927,2011-07-01,66,356.7,7,2011,43.0,54.0,56.333333333333336
22927,2011-08-01,24,142.80000000000004,8,2011,66.0,43.0,54.333333333333336
22927,2011-09-01,26,154.70000000000002,9,2011,24.0,66.0,44.333333333333336
22927,2011-12-01,1,11.63,12,2011,26.0,24.0,38.666666666666664
22928,2011-02-01,6,35.7,2,2011,21.0,6.0,11.666666666666666
22928,2011-03-01,13,90.37,3,2011,6.0,21.0,11.0
22928,2011-04-01,6,42.21,4,2011,13.0,6.0,13.333333333333334
22928,2011-05-01,78,441.12,5,2011,6.0,13.0,8.333333333333334
22928,2011-06-01,11,65.45,6,2011,78.0,6.0,32.333333333333336
22928,2011-07-01,15,89.25000000000001,7,2011,11.0,78.0,31.666666666666668
22928,2011-08-01,14,96.32000000000001,8,2011,15.0,11.0,34.666666666666664
22928,2011-09-01,10,66.01,9,2011,14.0,15.0,13.333333333333334
22928,2011-10-01,40,257.53000000000003,10,2011,10.0,14.0,13.0
22928,2011-11-01,48,454.03,11,2011,40.0,10.0,21.333333333333332
22928,2011-12-01,14,141.89000000000001,12,2011,48.0,40.0,32.666666666666664
22929,2011-02-01,1,65.0,2,2011,3.0,1.0,2.6666666666666665
22929,2011-06-01,2,130.0,6,2011,1.0,3.0,1.6666666666666667
22929,2011-08-01,3,195.0,8,2011,2.0,1.0,2.0
22929,2011-09-01,4,231.8,9,2011,3.0,2.0,2.0
22929,2011-10-01,2,130.0,10,2011,4.0,3.0,3.0
22930,2011-03-01,172,446.83000000000004,3,2011,108.0,187.0,150.33333333333334
22930,2011-04-01,22,65.74,4,2011,172.0,108.0,155.66666666666666
22930,2011-05-01,23,63.47,5,2011,22.0,172.0,100.66666666666667
22930,2011-06-01,67,149.25000000000003,6,2011,23.0,22.0,72.33333333333333
22930,2011-07-01,17,43.349999999999994,7,2011,67.0,23.0,37.333333333333336
22930,2011-08-01,46,123.11999999999998,8,2011,17.0,67.0,35.666666666666664
22930,2011-09-01,45,114.45999999999998,9,2011,46.0,17.0,43.333333333333336
22930,2011-10-01,61,164.17999999999998,10,2011,45.0,46.0,36.0
22930,2011-11-01,92,261.09999999999997,11,2011,61.0,45.0,50.666666666666664
22930,2011-12-01,16,52.849999999999994,12,2011,92.0,61.0,66.0
22931,2011-03-01,54,140.10999999999999,3,2011,159.0,327.0,202.0
22931,2011-04-01,8,20.4,4,2011,54.0,159.0,180.0
22931,2011-05-01,23,63.47,5,2011,8.0,54.0,73.66666666666667
22931,2011-06-01,33,84.14999999999999,6,2011,23.0,8.0,28.333333333333332
22931,2011-07-01,10,27.909999999999997,7,2011,33.0,23.0,21.333333333333332
22931,2011-08-01,10,27.91,8,2011,10.0,33.0,22.0
22931,2011-09-01,13,30.450000000000003,9,2011,10.0,10.0,17.666666666666668
22931,2011-10-01,23,63.46999999999999,10,2011,13.0,10.0,11.0
22931,2011-11-01,18,60.36,11,2011,23.0,13.0,15.333333333333334
22931,2011-12-01,15,38.25,12,2011,18.0,23.0,18.0
22932,2011-03-01,118,257.70000000000005,3,2011,146.0,187.0,144.0
22932,2011-04-01,3,10.059999999999999,4,2011,118.0,146.0,150.33333333333334
22932,2011-05-01,114,247.50000000000006,5,2011,3.0,118.0,89.0
22932,2011-06-01,12,30.599999999999998,6,2011,114.0,3.0,78.33333333333333
22932,2011-07-01,1,2.55,7,2011,12.0,114.0,43.0
22932,2011-08-01,29,73.95,8,2011,1.0,12.0,42.333333333333336
22932,2011-09-01,20,48.3,9,2011,29.0,1.0,14.0
22932,2011-10-01,12,33.01,10,2011,20.0,29.0,16.666666666666668
22932,2011-11-01,7,22.67,11,2011,12.0,20.0,20.333333333333332
22932,2011-12-01,16,40.8,12,2011,7.0,12.0,13.0
22933,2011-03-01,251,678.4500000000002,3,2011,187.0,247.0,154.66666666666666
22933,2011-04-01,70,236.70000000000002,4,2011,251.0,187.0,228.33333333333334
22933,2011-05-01,-9,-26.550000000000004,5,2011,70.0,251.0,169.33333333333334
22933,2011-08-01,2,11.58,8,2011,-9.0,70.0,104.0
22933,2011-09-01,1,2.95,9,2011,2.0,-9.0,21.0
22933,2011-10-01,2,5.9,10,2011,1.0,2.0,-2.0
22933,2011-11-01,1,2.95,11,2011,2.0,1.0,1.6666666666666667
22933,2011-12-01,2,8.74,12,2011,1.0,2.0,1.3333333333333333
22934,2011-03-01,121,412.59,3,2011,77.0,263.0,123.33333333333333
22934,2011-04-01,17,50.150000000000006,4,2011,121.0,77.0,153.66666666666666
22934,2011-05-01,63,166.65,5,2011,17.0,121.0,71.66666666666667
22934,2011-06-01,6,17.700000000000003,6,2011,63.0,17.0,67.0
22934,2011-09-01,7,20.650000000000002,9,2011,6.0,63.0,28.666666666666668
22934,2011-10-01,1,2.95,10,2011,7.0,6.0,25.333333333333332
22934,2011-11-01,1,5.79,11,2011,1.0,7.0,4.666666666666667
22935,2011-03-01,86,243.5,3,2011,38.0,128.0,90.66666666666667
22935,2011-04-01,85,240.25,4,2011,86.0,38.0,84.0
22935,2011-05-01,88,250.0,5,2011,85.0,86.0,69.66666666666667
22935,2011-06-01,20,62.0,6,2011,88.0,85.0,86.33333333333333
22935,2011-07-01,21,68.25,7,2011,20.0,88.0,64.33333333333333
22935,2011-08-01,12,39.0,8,2011,21.0,20.0,43.0
22935,2011-09-01,8,26.38,9,2011,12.0,21.0,17.666666666666668
22935,2011-10-01,5,15.25,10,2011,8.0,12.0,13.666666666666666
22935,2011-11-01,15,72.41,11,2011,5.0,8.0,8.333333333333334
22935,2011-12-01,6,26.259999999999998,12,2011,15.0,5.0,9.333333333333334
22936,2011-03-01,88,256.76,3,2011,-58.0,89.0,14.333333333333334
22936,2011-04-01,1,3.25,4,2011,88.0,-58.0,39.666666666666664
22936,2011-05-01,14,48.88,5,2011,1.0,88.0,10.333333333333334
22936,2011-06-01,27,87.75,6,2011,14.0,1.0,34.333333333333336
22936,2011-07-01,2,13.26,7,2011,27.0,14.0,14.0
22936,2011-08-01,2,13.26,8,2011,2.0,27.0,14.333333333333334
22936,2011-09-01,6,16.5,9,2011,2.0,2.0,10.333333333333334
22936,2011-10-01,11,39.13,10,2011,6.0,2.0,3.3333333333333335
22936,2011-11-01,7,46.410000000000004,11,2011,11.0,6.0,6.333333333333333
22936,2011-12-01,6,26.259999999999998,12,2011,7.0,11.0,8.0
22937,2011-03-01,134,356.71999999999997,3,2011,117.0,263.0,174.33333333333334
22937,2011-04-01,34,86.69999999999999,4,2011,134.0,117.0,171.33333333333334
22937,2011-05-01,31,79.04999999999998,5,2011,34.0,134.0,95.0
22937,2011-06-01,75,193.66,6,2011,31.0,34.0,66.33333333333333
22937,2011-07-01,6,15.299999999999999,7,2011,75.0,31.0,46.666666666666664
22937,2011-08-01,28,71.39999999999999,8,2011,6.0,75.0,37.333333333333336
22937,2011-09-01,44,109.5,9,2011,28.0,6.0,36.333333333333336
22937,2011-10-01,58,179.23000000000005,10,2011,44.0,28.0,26.0
22937,2011-11-01,12,42.65,11,2011,58.0,44.0,43.333333333333336
22937,2011-12-01,14,40.519999999999996,12,2011,12.0,58.0,38.0
22938,2010-12-01,75,146.25,12,2010,305.0,694.0,440.0
22938,2011-01-01,156,289.79999999999995,1,2011,75.0,305.0,358.0
22938,2011-02-01,173,348.2499999999999,2,2011,156.0,75.0,178.66666666666666
22938,2011-03-01,244,453.54,3,2011,173.0,156.0,134.66666666666666
22938,2011-04-01,211,413.6299999999998,4,2011,244.0,173.0,191.0
22938,2011-05-01,403,782.3499999999999,5,2011,211.0,244.0,209.33333333333334
22938,2011-06-01,151,282.22999999999996,6,2011,403.0,211.0,286.0
22938,2011-07-01,195,368.0299999999999,7,2011,151.0,403.0,255.0
22938,2011-08-01,89,173.55,8,2011,195.0,151.0,249.66666666666666
22938,2011-09-01,96,172.79999999999998,9,2011,89.0,195.0,145.0
22938,2011-10-01,124,243.97999999999996,10,2011,96.0,89.0,126.66666666666667
22938,2011-11-01,386,687.2399999999999,11,2011,124.0,96.0,103.0
22938,2011-12-01,4,9.98,12,2011,386.0,124.0,202.0
22939,2010-12-01,8,63.88,12,2010,48.0,120.0,77.0
22939,2011-01-01,4,25.639999999999997,1,2011,8.0,48.0,58.666666666666664
22939,2011-02-01,48,255.12000000000003,2,2011,4.0,8.0,20.0
22939,2011-03-01,40,215.56000000000003,3,2011,48.0,4.0,20.0
